Firm ID,Firm Name,GP or LP,Firm Type,Firm Country,Firm Region,ESG Status,ESG Policy Date Established,Impact Investing,ESG Status Date Established,General Policy Applied to Asset Classes,Asset class specific Policy,Asset class specific Policy 2,Asset class specific Policy 3,Socially Responsible Investment,ESG Policy URL,Additional Information,Active On Pro,Internal note date,Internal note update type,Internal note note type,Asia Investor Group on Climate Change,Asian Corporate Governance Association,Australian Council of Superannuation Investors,Carbon Disclosure Project (Formerly),Ceres,Climate Action 100+,Council of Institutional Investors,ESG Research Austrailia,Eumedion,Eurosif,FAIRR,Global Impact Investing Network,Global Real Estate Sustainability Benchmark – Infrastructure,Global Real Estate Sustainability Benchmark – Real Estate,IFC Operating Principles for Impact Management,Institutional Investors Group on Climate Change,Interfaith Center on Corporate Responsibility,International Corporate Governance Network,Invest Europe Responsible Investment Roundtable,Investor Group on Climate Change,Local Authority Pension Fund Forum,Principles for Responsible Investment (PRI),Responsible Investment Association (RIA),Responsible Investment Association Australia,Sustainability Accounting Standards Board,Task Force on Climate-related Financial Disclosures,UK Sustainable Investment and Finance Association,United Nations Environment Programme Finance Initiative,United Nations Global Compact,US SIF,ESG Sub Policies Type,ESG Sub Policies Date,ESG Sub Policies Policy Link,Sub Policy 2,Sub Policy 3,Dupes?
15383,Nesta Impact Investments,GP,Private Equity Firm (Investor),UK,West Europe,Unknown,,Yes - Sole focus,,,N/A,,,No,,,"INF,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15386,Skoll Foundation,LP,Foundation,US,North America,Yes,,Yes,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,,,"Skoll Foundation has shown a commitment to ESG factors as a signatory to the Principles for Responsible Investment (PRI), Global Impact Investing Network, and Ceres.  ","PE, HF, RE, INF, PD, NR, VC",43691,Partial Update,Web Research,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15399,IXO Private Equity,GP,Private Equity Firm,France,West Europe,Yes,,,,,N/A,,,,https://www.lupusalpha.com/fileadmin/user_upload/EN_Lupus_alpha_Nachhaltigkeitsbericht_2018.pdf,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15438,DWS,GP,Infrastructure Firm,UK,West Europe,Yes,,,,,N/A,,,No,,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15509,Iona Capital,GP,Infrastructure Firm,UK,West Europe,Yes,,,,,N/A,,,,https://www.streetinsider.com/Press+Releases/Hirtle+Callaghan+Announces+Environmental%2C+Social+%26amp%3B+Governance+%28ESG%29+Growth+Strategy+to+Address+Traditional+Drawbacks+of+Socially+Responsible+,,HF,43733,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15523,Marathon Asset Management,GP,Private Equity Firm,US,North America,Yes,,,43556,,N/A,,,Consider as part of general strategy,,,"PE,PD,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15532,WAVE Management,LP,Asset Manager,Germany,West Europe,No,,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,,,,"PE, HF, RE, INF, PD, NR, VC",43683,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15544,BNL Pension Fund,LP,Private Sector Pension Fund,Italy,West Europe,Yes,,Unknown,,"PE, HF, RE, INF, PD, VC",N/A,,,Unknown,,BNL Pension Fund has shown a commitment to ESG factors as a signatory to the Principles of Responsible Investment (PRI). ,"PE, HF, RE, INF, PD, NR, VC",43739,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15659,Nomura Asset Management - Private Equity Management Unit,GP,Private Equity Fund of Funds Manager,Japan,Far East,Yes,,,,,N/A,,,Yes - Bespoke investment arm/funds,https://tkpinvestments.com/about-tkp-investments/sustainable-investment/responsible-investment-policy/?lang=en,"TKP Investments has shown a commitment to the ESG Ethos as a participant in the Global Real Estate Sustainability Benchmark.

It is likely to expand its ESG commitments, as outlined on its website. ",RE,43714,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15662,Clearlake Capital Group,GP,Private Equity Firm,US,North America,No,,No,,,N/A,,,,,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15664,AP Pension,LP,Private Sector Pension Fund,Denmark,Nordic,Yes,,No,,PE,N/A,,,Yes,,"AP Pension applies ESG incorporation into listed companies, bonds, credit and private equity. It outlines its ESG policy on it website. ","PE, HF, RE, INF, PD, NR, VC",43712,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15697,MEAG (Global Asset Manager of Munich Re and ERGO),GP,Real Estate Firm,Germany,West Europe,Unknown,,Unknown,,,N/A,,,No,,,,43726,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15763,Vesteda Group,GP,Real Estate Firm (Investor),Netherlands,West Europe,Yes,,,,,N/A,,,No,,,HF,43784,Full Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15775,BMO Real Estate Partners,GP,Real Estate Firm,UK,West Europe,Yes,,,43374,,N/A,,,,,,"PE,VC",43689,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15802,MacKay Shields,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,http://www.lfpi.fr/Content/LFPIGestion-ESG.pdf,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15805,Miura Private Equity,GP,Private Equity Firm,Spain,West Europe,Yes,,,,,N/A,,,,https://www.swedbank.com/sustainability/subsidiaries/swedbank-robur.html,,HF,43733,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15854,Columbia Threadneedle,LP,Asset Manager,US,North America,No,,No,,"HF, RE",N/A,,,,,," HF, RE",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15894,Abris Capital Partners,GP,Private Equity Firm,Poland,Central and East Europe,Yes,,,43101,,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15992,Bedfordshire Pension Fund,LP,Public Pension Fund,UK,West Europe,Yes,43786,No,43284,"PE, HF, RE, INF, PD, NR",N/A,,,,https://www.bedspensionfund.org/fund_information/idoc.ashx?docid=85d3c97d-b93b-417b-9975-8c7971c0b4f0&version=-1,,"PE, HF, RE, INF, PD, NR",43679,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Anti-bribery,Anti-bribery,Anti-bribery,Anti-bribery,Anti-bribery,1
16001,Energi Danmark,LP,Corporate Investor,Denmark,Nordic,No,,No,,"PE, HF, RE, INF, PD, NR",N/A,,,No,,,"PE, HF, RE, INF, PD, NR",43741,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16015,Unibail-Rodamco,GP,Real Estate Firm,France,West Europe,Yes,,,,,N/A,,,No,,,"PE,VC",43726,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16031,AMP Capital Investors,GP,Real Estate Firm,Australia,Australasia,Yes,,,,,N/A,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16083,Natixis Investment Managers,LP,Asset Manager,France,West Europe,Yes,,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,Yes,https://www.im.natixis.com/us/esg-investing,,"PE, HF, RE, INF, PD, NR, VC",43683,Partial Update,Web Research,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16130,Opplysningsvesenets Fond,LP,Government Agency,Norway,Nordic,Yes,42653,No,,"RE, INF, NR",N/A,,,Yes,https://ovf.no/Media/Files/Ovf/Guidelines-for-socially-responsible-financial-mangagement_2016,,"PE, HF, RE, INF, PD, NR",43684,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16149,Pensionskasse Der Dätwyler Holding,LP,Private Sector Pension Fund,Switzerland,West Europe,Considering,,No,,"PE, PD",N/A,,,Yes,,Pensionskasse Der Dätwyler Holding does apply ESG standards to some of its investments but not all and is considering implementing a policy. It does not make impact investments but considers itself a socially responsible investor. ,"PE, HF, RE, PD, NR",43727,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16151,Jupiter Asset Management,GP,Hedge Fund Manager,UK,West Europe,Yes,,,,,N/A,,,,,,PE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16164,Investa Property Group,GP,Real Estate Firm,Australia,Australasia,Yes,,,,,N/A,,,Yes - Sole focus,,An impact strategy audit was conducted on Nesta Impact Investments in June 2018. The audit highlights the principles used by Nesta when  selecting impact investments.,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16165,Mistra,LP,Foundation,Sweden,Nordic,Yes,38895,No,43441,"PE, HF, RE, PD, VC",N/A,,,Yes,https://www.mistra.org/en/asset-management/our-assets/,"Mistra has an annual carbon footprint calculated for the whole equity portfolio that can be found on its website.

Additionally, since 2017 the foundation has been developing methods of analysing its portfolio in relation to the Sustainable Development Goals (SDGs).

","PE, HF, RE, INF, PD, NR, VC",43679,Full Update,Web Research,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16170,Mubadala Investment Company,LP,Sovereign Wealth Fund,United Arab Emirates,Middle East,No,,Yes,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,No, ,"Mubadala Investment Company does not currently have an ESG policy, however, it outlines its impact investing practices on the about section of its website.","PE, HF, RE, INF, PD, NR, VC",43714,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16194,Hong Kong Monetary Authority,LP,Sovereign Wealth Fund,Hong Kong,Greater China,Yes,,Unknown,43703,"PE, HF, RE, INF, PD, VC",N/A,,,,https://www.hkma.gov.hk/eng/key-functions/reserves-management/responsible-investment/,,"PE, HF, RE, INF, PD, VC",43732,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16201,Korea Investment Corporation,LP,Sovereign Wealth Fund,South Korea,Far East,Yes,43437,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,Yes,http://www.kic.kr/en/02/01/05.jsp#  ,,"PE, HF, RE, INF, PD, NR, VC",43692,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16242,Alpha Asset Management,GP,Asset Manager,Taiwan,Greater China,Yes,,,,,N/A,,,,https://www.ixope.fr/investisseur-responsable/,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16244,Public Investment Fund,LP,Sovereign Wealth Fund,Saudi Arabia,Middle East,No,,No,,"PE, HF, RE, INF, NR, VC",N/A,,,No,,,"PE, HF, RE, INF, PD, NR, VC",43714,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16285,FCP,GP,Real Estate Firm,US,North America,Yes,,,,,N/A,,,,https://dws.com/contentassets/273435074d9d40208172096ba524b149/dbg168418-esg-statement_r3.pdf,,"INF,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16292,Palestine Investment Fund,LP,Sovereign Wealth Fund,Palestine,Middle East,Considering,,Yes,,"PE, RE, INF, NR, VC",N/A,,,Yes,,"Palestine Investment Fund has shown commitment to ESG as a signatory to the Global Impact Investing Network. The sovereign wealth fund focuses on creating sustainable programs that advance the development of the Palestinian economy. It does so via its social investment program, led by the Palestine For Development Foundation (PSDF). PIF is also the leading investor in renewable energy, agriculture and agribusiness, and infrastructure in Palestine.","PE, HF, RE, INF, PD, NR, VC",43753,Full Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16311,Khazanah Nasional Berhad,LP,Sovereign Wealth Fund,Malaysia,Far East,Yes,,Unknown,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,Yes,,Khazanah Nasional has shown a commitment to ESG factors as a signatory of the Principles for Responsible Investment (PRI). ,"PE, HF, RE, INF, PD, NR, VC",43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16312,Balyasny Asset Management,GP,Advisory,US,North America,No,,No,,,N/A,,,,,,HF,43696,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16320,ATP,LP,Public Pension Fund,Denmark,Nordic,Yes,42736,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,Yes,https://www.atp.dk/en/responsible-investments,,"PE, HF, RE, INF, PD, NR, VC",43683,Partial Update,N/A,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
16345,Stanhope Capital,GP,Private Equity Firm,UK,West Europe,Yes,,,,,N/A,,,,https://www.ionacapital.co.uk/esg,,"INF,NR",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16347,INOKS Capital S.A.,GP,Hedge Fund Manager,Switzerland,West Europe,Yes,,,,,N/A,,,,https://www.marathon.co.uk/media/1214/esg-policy-april-19.pdf,,"PE,PD",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16404,Kantonale Pensionskasse Solothurn,LP,Public Pension Fund,Switzerland,West Europe,Pending,,No,,RE,N/A,,,Yes,,Kantonale Pensionskasse Solothurn is in the process of adopting an ESG policy.,"PE, HF, RE, INF, PD, NR",43735,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16468,Dalhousie University Endowment,LP,Endowment Plan,Canada,North America,Yes,,Unknown,,"PE, HF, RE, INF, PD, NR",N/A,,,Yes,,Dalhousie University Endowment has a commitment to ESG factors through its Principles for Responsible Investment (PRI) affiliation. ,"PE, HF, RE, INF, PD, NR",43734,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16483,Pensions Caixa 30,LP,Private Sector Pension Fund,Spain,West Europe,Yes,,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,Yes,,"Pensions Caixa 30 has shown commitment to ESG as a signatory to the Principles for Responsible Investment (PRI).
","PE, HF, RE, INF, PD, NR, VC",43683,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16614,Abudawood Group,LP,Family Office - Single,Saudi Arabia,Middle East,No,,No,,"PE, HF, RE, INF, PD, VC",N/A,,,No,,,"PE, HF, RE, INF, PD, NR, VC",43725,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16619,Baring Private Equity Partners España,GP,Private Equity Firm,Spain,West Europe,Yes,,,,,N/A,,,,,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16631,Portland Private Equity,GP,Private Equity Firm,Barbados,Caribbean,Yes,,Yes - Bespoke investment arm/funds,,,N/A,,,,,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16646,EFA Group,GP,Hedge Fund Manager,Singapore,Far East,Yes,,,,,N/A,,,,https://www.bmorep.com/wp-content/uploads/2018/10/cm16109-bmo-rep-responsible-property-investment.pdf,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16658,One William Street Capital Management,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,https://www.mackayshields.com/socially-responsible-investing-policy,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16717,Fortius Funds Management,GP,Real Estate Firm,Australia,Australasia,Yes,,,,,N/A,,,,,,HF,43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16756,Marks & Spencer Pension Fund,LP,Private Sector Pension Fund,UK,West Europe,Yes,,No,,"PE, HF, RE, INF, PD, NR",N/A,,,,https://www.mandspensionscheme.com/about-the-scheme/responsible-investing,,"PE, HF, RE, INF, PD, NR",43683,Partial Update,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16761,TfL Pension Fund,LP,Private Sector Pension Fund,UK,West Europe,Yes,,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,,http://content.tfl.gov.uk/foundation-report-on-sustainable-investing-2018.pdf,,"PE, HF, RE, INF, PD, NR, VC",43683,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16766,Longfellow Investment Management Co. LLC,GP,Hedge Fund Manager,US,North America,Yes,,,,,N/A,,,,http://www.abris-capital.com/sites/default/files/attachments/Abris-Capital-Partners_Responsible-Investment-Policy-April%202018.pdf,,PE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16784,American Timberlands Company,GP,Private Equity Firm,US,North America,Yes,,,,,N/A,,,No,,,"PE,VC",43720,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16786,Brookings Institution,LP,Foundation,US,North America,No,,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,No,,,"PE, HF, RE, INF, PD, NR, VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16819,Paine Schwartz Partners,GP,Private Equity Firm,US,North America,Yes,,No,,,N/A,,,No,,,"PE,NR,VC",43724,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16833,PGB Pensioendiensten BV,LP,Asset Manager,Netherlands,West Europe,Unknown,,No - may consider,,"PE, HF, RE, INF, PD, NR",N/A,,,No - may consider,,,"PE, HF, RE, INF, PD, NR",43738,Full Update,Call-out,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16836,Trafalgar Capital,GP,Hedge Fund Manager,Hong Kong,Greater China,No,,No,,,N/A,,,No,,,"PE,VC",43726,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16851,Gulf Investment Corporation,LP,Fund of Hedge Funds Manager,Kuwait,Middle East,No,,No,,HF,N/A,,,,,, HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16888,Carmignac Gestion,GP,Hedge Fund Manager,France,West Europe,Yes,,Unknown,,,N/A,,,,https://www.ampcapital.com/content/dam/capital/02-global-files-only/02-esg-resources/esg-and-responsible-investment-philosophy.pdf,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16906,Ambienta,GP,Private Equity Firm,Italy,West Europe,Yes,,,42339,,N/A,,,,,,HF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16924,Sonae Sierra,GP,Real Estate Firm,Portugal,West Europe,Yes,,,,,N/A,,,,https://www.investa.com.au/about-investa/sustainability/approach,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16971,Capricorn Investment Group,LP,Family Office - Multi,US,North America,Yes,,Yes,,"PE, HF, RE, INF, PD, NR",N/A,,,,,"Capricorn Investment Group has shown a commitment to ESG factors as a signatory to Task Force on Climate-related Financial Disclosures, Principles for Responsible Investment (PRI), Global Impact Investing Network, and Ceres.   ","PE, HF, RE, INF, PD, NR",43691,Partial Update,Web Research,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16985,Nordea Life & Pensions,LP,Insurance Company,Sweden,Nordic,Yes,43101,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,Unknown,https://www.nordea.com/Images/33-207037/Sustainability%20policy%2020181001.pdf,,"PE, HF, RE, INF, PD, NR, VC",43682,Partial Update,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17007,Cairn Capital,GP,Hedge Fund Manager,UK,West Europe,Yes,,,,,N/A,,,,,,RE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17009,New Forests,GP,Private Equity Firm,Australia,Australasia,Yes,,Yes - Bespoke investment arm/funds,42064,,N/A,,,No,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17012,George Gund Foundation,LP,Foundation,US,North America,No,,No,,"PE, HF, RE, INF, PD, NR, VC",N/A,,,,,"Although George Gund Foundation does not have an ESG policy, it is a member of Ceres. ","PE, HF, RE, INF, PD, NR, VC",43691,Partial Update,Web Research,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17015,ABÉNEX Capital,GP,Private Equity Firm,France,West Europe,Yes,,,,,N/A,,,,,,PE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17053,Liontrust Fund Partners,GP,Hedge Fund Manager,UK,West Europe,Yes,,,,,N/A,,,,,"Kairos Group is the parent company of Kairos Partners SGR, Kairos Investment Management Ltd, Kairos Asset Management and Kairos Investment Management SpA. Kairos Investment Management SpA and Kairos Investment Management Ltd are both signatories of the Principles for Responsible Investment (PRI) which do not disclose ESG policies. ",HF,43696,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17054,NextEnergy Capital,GP,Infrastructure Firm,UK,West Europe,Yes,,Unknown,,,N/A,,,,https://www.cclgroup.com/docs/default-source/en-globalalpha/misc/responsible-investment-policy.pdf,,,43746,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17070,BUPA,LP,Insurance Company,UK,West Europe,No,,No,,"PE, HF, RE, INF, PD, NR",N/A,,,No,,"Bupa does not currently take ESG factors into account within alternative investments. However, as a signatory of the United Nations Principles for Responsible Investment (UNPRI), which incorporate ESG in its fixed income investments only.","PE, HF, RE, INF, PD, NR",43721,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17077,Co-operators Group,LP,Insurance Company,Canada,North America,Yes,,No,,"PE, HF, RE, INF",N/A,,,Yes,https://www.cooperators.ca/en/About-Us/about-sustainability.aspx,Co-operators Group actively seeks ESG investment opportunities.,"PE, HF, RE, INF",43693,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17084,Compass Group,GP,Private Equity Firm,US,North America,Yes,,,,,N/A,,,,,,,43727,Full Update,Call-out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
